V2V,V2N
2.0771000999957323,24.920900003053248
0.14770007692277431,20.08619997650385
0.20269991364330053,22.557899937964976
0.20030001178383827,20.337200025096536
0.269399955868721,21.297100000083447
0.206699944101274,19.20159999281168
0.21550001110881567,27.14290004223585
0.22089993581175804,19.172400003299117
0.14119991101324558,18.960900022648275
0.13679999392479658,19.011500058695674
0.20919996313750744,19.10369994584471
0.25619997177273035,19.106999970972538
0.13379997108131647,18.97820003796369
0.1933000748977065,21.033500088378787
0.20140002015978098,19.418300013057888
0.13760000001639128,19.265600014477968
0.14249992091208696,19.27559997420758
0.15000009443610907,19.52030009124428
0.17960008699446917,19.23570001963526
0.20269991364330053,19.081000005826354
0.14430005103349686,19.00009997189045
0.1996000064536929,39.12289999425411
0.23809995036572218,19.507099990732968
0.21299999207258224,19.31710005737841
0.1996000064536929,18.979699932970107
0.19990000873804092,19.028900074772537
0.1990000018849969,16.47549995686859
0.19269995391368866,15.03959996625781
0.20260002929717302,15.018400037661195
0.20039989612996578,15.465299948118627
0.18390000332146883,14.925000024959445
0.19379996228963137,14.854799956083298
0.19289995543658733,14.98189999256283
0.19219995010644197,14.767699991352856
0.1919999485835433,16.417899983935058
0.18660002388060093,16.048000077717006
0.18699991051107645,15.856700018048286
0.11840008664876223,17.498200060799718
0.1406000228598714,17.291299998760223
0.18700002692639828,16.227099928073585
0.1351999817416072,15.069300075992942
0.12370001059025526,14.575800043530762
0.17950008623301983,15.55090001784265
0.2498000394552946,15.109200030565262
0.18400000408291817,14.472800074145198
0.18269999418407679,14.65749996714294
0.18049997743219137,14.691099990159273
0.19150006119161844,14.78500000666827
0.19209994934499264,14.758100034669042
0.19100005738437176,14.792700065299869
0.18129998352378607,14.787400024943054
0.19099994096904993,14.825499965809286
0.18580001778900623,14.891900005750358
0.19269995391368866,14.758600038476288
0.18869992345571518,14.678600011393428
0.18869992345571518,14.695900026708841
0.20329991821199656,15.276799909770489
0.1916999462991953,14.80590004939586
0.19179994706064463,14.809100073762238
0.18500001169741154,16.21589995920658
0.19260006956756115,18.716100021265447
0.13630010653287172,18.535699928179383
0.13890000991523266,16.35819999501109
0.16609998419880867,16.240500030107796
0.1292000524699688,16.35109994094819
0.1602000556886196,15.503000002354383
0.1870999112725258,15.19539998844266
0.18370000179857016,15.33149997703731
0.19689998589456081,14.429799979552627
0.18440000712871552,14.479400007985532
0.17929996829479933,14.677800005301833
0.1984999980777502,14.633600017987192
0.18900004215538502,14.794099959544837
0.18279999494552612,15.453499974682927
0.19180006347596645,15.284299966879189
0.1916999462991953,14.85460007097572
0.1949999714270234,14.760300051420927
0.18720002844929695,14.726900029927492
0.2036999212577939,14.643099973909557
0.19419996533542871,15.350700006820261
0.18309999722987413,14.830400003120303
0.19749999046325684,15.109200030565262
0.1962999813258648,14.931100071407855
0.188700039871037,14.831100008450449
0.18319999799132347,16.450900002382696
0.2277999883517623,16.345500014722347
0.13840000610798597,18.844100064598024
0.13020006008446217,16.30240003578365
0.1865000231191516,16.308999969623983
0.18430000636726618,15.652299975045025
0.18339999951422215,15.22940001450479
0.11939997784793377,15.007500071078539
0.12069998774677515,14.861500007100403
0.23660005535930395,14.453699928708375
0.18810003530234098,14.717199956066906
0.19090005662292242,14.633799903094769
0.1922000665217638,14.715600060299039
0.19249995239078999,14.764899970032275
