TRUST_REPs,SWs,TPORs,DPORs,FPORs,ICs,TRUST_ICs
0.011041999982808193,0.015521000022999942,0.014271000054577598,0.013906000049246359,0.00859300007505226,0.06135399996765045,0.006146000032458687
0.00723899995591637,0.010311999972145713,0.007968999966578849,0.010728999995990307,0.006771000016669859,0.05494799995631183,0.00578099991344061
0.009479000027567963,0.011405999998714833,0.011354000093888317,0.012136000009377312,0.006614999961129797,0.05942699999650358,0.005886000053578755
0.0061979999372852035,0.01453100003345753,0.01224000004640402,0.015311999959521927,0.010781000014503661,0.04708400001618429,0.0062499999557985575
0.006927999947947683,0.013490000014826364,0.012395999988257245,0.014374999977917469,0.009583000064594671,0.04864599998199992,0.0057810000271274475
0.0069269999585230835,0.014478999901257339,0.023645999931432016,0.054271000067274144,0.006459000019276573,0.04984399993190891,0.0049479999688628595
0.007031999984974391,0.013542000033339718,0.010572999940450245,0.012761000107275322,0.008020999985092203,0.06354100003136409,0.0056769999901007395
0.00968799997735914,0.01369800008887978,0.009427000009054609,0.011822000033134827,0.007134999918889662,0.05020799994781555,0.0064060000113386195
0.0043229999846516876,0.008697999987816729,0.006979000090723275,0.009374999990541255,0.005936999968980672,0.051250000069558155,0.004844000045522989
0.006979000090723275,0.0056249999715873855,0.0065620000668786815,0.005364999992707453,0.0069269999585230835,0.046041000018703926,0.004739000019071682
0.008542000045963505,0.010469000017110375,0.006354000106512103,0.005207999947742792,0.004791000037585036,0.04848999992645986,0.0061979999372852035
0.0056769999901007395,0.008697999987816729,0.009843999919212365,0.008542000045963505,0.0053119999847695,0.04791600008502428,0.00520800006142963
0.0070309999955497915,0.007239999945340969,0.006718999998156505,0.0055209999345606775,0.004896000064036343,0.049792000027082395,0.004634999982044974
0.0063539999928252655,0.0069789999770364375,0.009009999985210015,0.006561999953191844,0.0056769999901007395,0.05567699997754971,0.006665999990218552
0.006198000050972041,0.014061999991099583,0.008385000000998843,0.00958400005401927,0.004844000045522989,0.05395799996676942,0.004583000077218458
0.008540999942852068,0.042291999989174656,0.015415999996548635,0.008905999948183307,0.0049999999873762135,0.05635399998027424,0.00833299998248549
0.009896000051412557,0.011458000017228187,0.008176999926945427,0.0078120000353010255,0.0068749999400097295,0.05807299999105453,0.009792000014385849
0.00604100000600738,0.009427000009054609,0.008750000006330083,0.0065620000668786815,0.007448000019394385,0.06604200007132022,0.006094000013945333
0.0058330000456408015,0.01041699999859702,0.011249999943174771,0.008228999945458781,0.008593999950790021,0.04968700000063109,0.0061459999187718495
0.008750000006330083,0.007500000037907739,0.010624999958963599,0.011302000075374963,0.014374999977917469,0.09468799999012845,0.020728999970742734
0.014165999914439453,0.018332999957237917,0.015103999999155349,0.013907000038670958,0.00802100009877904,0.09390599996095261,0.0049999999873762135
0.0076559999797609635,0.010469000017110375,0.007761000006212271,0.008437000019512197,0.0075519999427342555,0.04593799997110182,0.004584000066643057
0.005260999955680745,0.0061979999372852035,0.009167000030174677,0.007292000077541161,0.0071870000510898535,0.054167000030247436,0.006927000072209921
0.009011000088321452,0.0064580000298519735,0.0068749999400097295,0.008073000003605557,0.0051560000429162756,0.043957999992016994,0.0042709999661383335
0.0070309999955497915,0.010365000093770504,0.0064060000113386195,0.007708999987698917,0.007291999963854323,0.04031299999951443,0.004219000061311817
0.005884999950467318,0.0088019999111566,0.006927000072209921,0.007343999982367677,0.006614999961129797,0.05421900004876079,0.006094000013945333
0.0071350000325764995,0.006927000072209921,0.007864999929552141,0.005571999963649432,0.010051999993265781,0.0519789999771092,0.005469000029734161
0.007396000000881031,0.010051999993265781,0.006561999953191844,0.006094000013945333,0.004634999982044974,0.04770900000039546,0.004218000071887218
0.007865000043238979,0.007552000056421093,0.006094000013945333,0.007813000024725625,0.006459000019276573,0.061770999991495046,0.0042709999661383335
0.004739000019071682,0.010207999935119005,0.010520999921936891,0.007134999918889662,0.004739000019071682,0.045416000034492754,0.004010999987258401
0.0055209999345606775,0.006198000050972041,0.006094000013945333,0.004687000000558328,0.006614999961129797,0.036979000014980556,0.003280999976595922
0.006666999979643151,0.007396000000881031,0.0075519999427342555,0.005105000013827521,0.0042189999476249795,0.040000000012696546,0.0030200000082913903
0.003958000093007286,0.004844000045522989,0.005259999966256146,0.0056249999715873855,0.0063550000959367026,0.03786499996749626,0.0043750000031650416
0.006666999979643151,0.00979100002496125,0.007135999908314261,0.0063539999928252655,0.00786400005381438,0.056094000001394306,0.005990000090605463
0.008697999987816729,0.010834000022441614,0.009010999974634615,0.006041999995431979,0.006094000013945333,0.04953100005877786,0.003854999931718339
0.0069789999770364375,0.009686999987934541,0.007865000043238979,0.006302000087998749,0.005365000106394291,0.04307300002892589,0.0038020000374672236
0.005938000072092109,0.00989499994830112,0.009531000046081317,0.007396000000881031,0.005417000011220807,0.057031999972423364,0.006615000074816635
0.01031300007525715,0.011822999908872589,0.015363999978035281,0.009634999969421187,0.009947999956239073,0.07364500004314323,0.011510000035741541
0.011197999924661417,0.015521000022999942,0.016353999967577693,0.02213499999470514,0.007239999945340969,0.06026100004419277,0.00953099993239448
0.007084000003487745,0.014895999925101933,0.010677999966901552,0.006823000035183213,0.006407000000763219,0.06197900006554846,0.0057810000271274475
0.014061999991099583,0.03947900006551208,0.04479200003970618,0.016875000028448994,0.028853999992861645,0.09276000002955698,0.008906999937607907
0.005884999950467318,0.009688000091045978,0.009167000030174677,0.005834000035065401,0.004844000045522989,0.05505199999333854,0.0051040000244029216
0.007084000003487745,0.007239999945340969,0.0069269999585230835,0.007604000074934447,0.007291999963854323,0.0484900000401467,0.004009999997833802
0.0043750000031650416,0.006875000053696567,0.005520000058822916,0.005468000040309562,0.0057290000086140935,0.049530999945091025,0.004790999923898198
0.007813000024725625,0.008645999969303375,0.0063019999743119115,0.0056769999901007395,0.004894999960924906,0.05104100000608014,0.004635999971469573
0.004062000016347156,0.0069269999585230835,0.0056769999901007395,0.0056769999901007395,0.004791000037585036,0.04598900000019057,0.007134999918889662
0.004634999982044974,0.008750000006330083,0.0065100000483653275,0.005573000066760869,0.00677000002724526,0.11026100003164174,0.0057810000271274475
0.007396000000881031,0.008385999990423443,0.006198000050972041,0.0051560000429162756,0.004635999971469573,0.046978999989732984,0.0056769999901007395
0.005261000069367583,0.008177000040632265,0.0070830000140631455,0.008697999987816729,0.005988999987494026,0.04343700004483253,0.004219000061311817
0.0071870000510898535,0.006250000069485395,0.00614499992934725,0.006042000109118817,0.004635000095731812,0.042031000020870124,0.0043229999846516876
0.005884999950467318,0.009479000027567963,0.0067709999029830215,0.0057290000086140935,0.005313000087880937,0.05307300000367832,0.0062499999557985575
0.007969000080265687,0.008542000045963505,0.006875000053696567,0.010364999980083667,0.007240000059027807,0.055104000011851895,0.0070309999955497915
0.0071350000325764995,0.0064580000298519735,0.0078120000353010255,0.0064060000113386195,0.008542000045963505,0.04692699997121963,0.005312999974194099
0.00921900004868803,0.009792000014385849,0.011249999943174771,0.01307299999098177,0.012916999935441709,0.16302000005907757,0.011301999961688125
0.009322999972027901,0.012603999948623823,0.014374999977917469,0.013281000065035187,0.011250000056861609,0.06994800003212731,0.012500000025283953
0.0064060000113386195,0.015573000041513296,0.010624999958963599,0.007761000006212271,0.008906999937607907,0.06296799995197944,0.0055209999345606775
0.020259999928384786,0.04025999999157648,0.03281199997218209,0.02260399992337625,0.012707999985650531,0.07791699999870616,0.009739000006447895
0.007396000000881031,0.009427000009054609,0.006823000035183213,0.007917000061752333,0.0049999999873762135,0.04812499992112862,0.005521000048247515
0.004634999982044974,0.008540999942852068,0.008905999948183307,0.00786400005381438,0.004842999942411552,0.054896000051485316,0.006771000016669859
0.0063539999928252655,0.006822000045758614,0.006771000016669859,0.006145000043034088,0.004896000064036343,0.04890600007456669,0.004010999987258401
0.0048439999318361515,0.008540999942852068,0.007136000022001099,0.007239999945340969,0.00849000002745015,0.05093700008274027,0.004739000019071682
0.004948000082549697,0.0069269999585230835,0.006511000037789927,0.0056769999901007395,0.0043750000031650416,0.047967999989850796,0.0053119999847695
0.004687999989982927,0.005936999968980672,0.006667000093329989,0.0070309999955497915,0.0036980000004405156,0.043488999949659046,0.005832999931953964
0.005157000032340875,0.008646000082990213,0.007343999982367677,0.007968999966578849,0.005208999937167391,0.04437500001586159,0.0051560000429162756
0.005625000085274223,0.0075519999427342555,0.006613999971705198,0.006094000013945333,0.005521000048247515,0.046249999968495104,0.004427000021678396
0.004583999952956219,0.007500000037907739,0.0076559999797609635,0.008489000038025551,0.0076039999612476095,0.0471870000637864,0.006250000069485395
0.008072000014180958,0.007604000074934447,0.0063019999743119115,0.006093000024520734,0.004480000029616349,0.041770999928303354,0.006666999979643151
0.0069269999585230835,0.008853999929669953,0.009011000088321452,0.0074999999242209014,0.0063019999743119115,0.07390600001144776,0.005885999939891917
0.004062000016347156,0.00802100009877904,0.0054169998975339695,0.004790999923898198,0.004010999987258401,0.03229200001442223,0.0050520000058895675
0.0035939999634138076,0.0071870000510898535,0.0051560000429162756,0.0053119999847695,0.00411400003486051,0.030417000061788713,0.003176999939569214
0.004478999926504912,0.008125000022118911,0.007291999963854323,0.0063539999928252655,0.0057810000271274475,0.06208399997831293,0.005834000035065401
0.0049479999688628595,0.011094000001321547,0.007865000043238979,0.006041999995431979,0.00494699997943826,0.04598999998961517,0.004738999905384844
0.006510999924103089,0.0111460000198349,0.011665999977594765,0.012760999993588484,0.010624999958963599,0.06640599997354002,0.010312999961570313
0.07921899998564186,0.014582999938284047,0.012812000022677239,0.013125000009495125,0.010886000040954968,0.06833299994468689,0.006665999990218552
0.007187999926827615,0.008957999966696661,0.012290999961805937,0.007396000000881031,0.006615000074816635,0.048437000032208744,0.005207999947742792
0.013749999993706297,0.04296899999189918,0.041561999978512176,0.03062500002215529,0.029218000008768286,0.11171799997100607,0.013749999993706297
0.0076039999612476095,0.009269999964089948,0.006250000069485395,0.006146000032458687,0.006771000016669859,0.047811999934310734,0.0064060000113386195
0.0070309999955497915,0.008488999924338714,0.007240000059027807,0.005988999987494026,0.0070309999955497915,0.05005100001653773,0.004634999982044974
0.005521000048247515,0.0068749999400097295,0.006615000074816635,0.00869699999839213,0.007031999984974391,0.048229000071842165,0.004062000016347156
